Geneid	Chr	Start	End	Strand	Length	SRR5364307.sorted.sorted.bam	SRR5364314.sorted.sorted.bam	SRR5364310.sorted.sorted.bam	SRR5364311.sorted.sorted.bam	SRR5364309.sorted.sorted.bam	SRR5364312.sorted.sorted.bam	SRR5364308.sorted.sorted.bam	SRR5364304.sorted.sorted.bam	SRR5364313.sorted.sorted.bam	SRR5364305.sorted.sorted.bam	SRR5364303.sorted.sorted.bam	SRR5364306.sorted.sorted.bam
NM_016644	chr5	120464277	120687330	+	223054	1870	1613	1612	2494	1996	1346	1382	1641	1468	1898	1749	1363
NM_001317938	chr5	127703388	127941516	+	238129	128	132	144	187	166	101	77	129	120	135	140	90
NM_001999	chr5	128257908	128538245	-	280338	3	5	6	7	3	0	3	0	25	2	1	3
NM_133638	chr5	129460297	129738675	+	278379	2	5	1	3	5	3	2	2	2	3	3	0
NM_175856	chr5	129904464	130186634	+	282171	4	3	1	5	5	2	4	2	1	2	3	4
NM_015082	chr5	133196457	133612541	-	416085	59	285	124	155	113	123	38	69	337	71	54	66
NM_001369	chr5	13690328	13944480	-	254153	1	6	2	3	3	2	2	2	4	2	0	2
NM_004598	chr5	136975297	137499326	-	524030	4	23	7	5	4	2	4	10	27	9	6	4
NM_001903	chr5	138753424	138935034	+	181611	3736	5034	4028	4964	3970	2863	2895	3378	4532	4028	3534	3008
NM_022464	chr5	138946723	139198368	-	251646	2685	3406	3108	3582	3066	2353	2133	2681	3003	2878	2597	2398
NM_013983	chr5	139846780	140043299	-	196520	21	26	16	15	10	19	11	21	51	7	19	16
NM_018906	chr5	140801056	141012346	+	211291	0	3	0	1	0	0	0	0	3	0	0	0
NM_018908	chr5	140821612	141012346	+	190735	0	0	0	0	0	0	0	0	0	0	0	0
NM_031849	chr5	140827959	141012346	+	184388	0	0	0	0	0	0	0	0	0	0	0	0
NM_007118	chr5	14143341	14510204	+	366864	245	566	373	351	292	259	284	337	464	292	287	274
NM_001135608	chr5	142770376	143229007	+	458632	263	805	306	425	294	308	196	270	896	251	249	206
NM_020768	chr5	144170872	144485686	+	314815	88	132	101	144	94	109	73	42	125	70	58	52
NM_181675	chr5	146589504	146878785	-	289282	7	5	5	3	2	2	3	7	3	4	3	5
NM_014790	chr5	147585440	147782728	-	197289	0	1	2	5	0	2	1	0	1	3	6	1
NM_199453	chr5	148451031	148637061	-	186031	19	28	12	36	24	6	12	16	46	10	11	14
NM_001258022	chr5	153492171	153813869	+	321699	9	29	11	21	21	15	9	15	21	5	12	13
NM_198321	chr5	154190732	154420983	+	230252	2648	3199	3476	3069	2920	2544	2760	2912	2401	2845	2577	2801
NM_001278317	chr5	15501437	15939796	+	438360	5	14	6	3	4	3	0	5	12	3	11	3
NM_172244	chr5	156327163	156758059	+	430897	0	3	4	7	2	4	3	3	4	2	4	3
NM_182708	chr5	158695919	159099916	-	403998	25	98	43	65	37	35	38	34	110	23	29	37
NM_025153	chr5	160563119	160852211	-	289093	3	2	3	2	2	4	4	2	2	4	3	1
NM_000813	chr5	161288438	161548404	-	259967	0	0	0	0	0	1	1	2	0	1	3	0
NM_012334	chr5	16661906	16936288	-	274383	5	16	4	12	8	13	9	3	29	11	11	1
NM_001122679	chr5	167073241	168264157	+	1190917	11	8	12	13	9	8	8	14	26	6	6	8
NM_015238	chr5	168291644	168472303	+	180660	4	4	7	11	8	7	4	5	8	0	5	6
NM_003062	chr5	168661739	169301139	-	639401	17	36	9	22	11	14	3	10	45	16	15	7
NM_004946	chr5	169637274	170083382	+	446109	3238	2232	3873	3452	3190	2642	3366	3976	1715	3459	3127	3599
NM_014592	chr5	170504019	170736632	+	232614	2	15	3	6	9	3	1	4	17	4	6	2
NM_022897	chr5	170862017	171300015	+	437999	8	10	6	7	15	10	6	7	7	5	6	7
NM_173465	chr5	178237617	178590393	-	352777	36	131	60	70	55	57	38	55	140	42	49	44
NM_014244	chr5	179110852	179345461	-	234610	9	17	11	7	21	27	6	29	37	15	11	14
NM_001291957	chr5	19471295	19886272	-	414978	66	85	84	102	83	56	66	58	66	53	62	50
NM_001317228	chr5	21750865	22213800	-	462936	98	153	90	123	92	80	87	120	117	79	72	98
NM_178140	chr5	31639130	32110932	+	471803	19	75	37	29	24	29	13	27	116	22	14	23
NM_030955	chr5	33523534	33891990	-	368457	7	30	2	10	4	5	2	3	34	7	2	2
NM_024867	chr5	35617862	35814611	+	196750	17	49	27	46	21	33	17	22	60	19	20	13
NM_133433	chr5	36876768	37066413	+	189646	6499	7188	6769	9473	7710	5222	6020	6351	6784	6730	5618	5768
NM_018034	chr5	37379317	37753431	+	374115	5270	5119	5864	6562	5836	3750	4934	5734	4630	5868	5178	4904
NM_152403	chr5	38258558	38465480	+	206923	32	65	48	44	28	35	25	61	65	42	60	27
NM_001005473	chr5	41306951	41510601	-	203651	1	4	2	3	2	0	0	3	6	1	1	1
NM_021072	chr5	45254947	45696380	-	441434	0	5	1	6	1	1	1	1	2	2	1	2
NM_019087	chr5	53883941	54310573	-	426633	11667	27531	13628	19219	14018	10119	11101	12252	30115	12380	10718	10958
NM_138453	chr5	58583074	58859394	+	276321	6	5	4	5	2	5	1	1	7	4	3	6
NM_174889	chr5	60945204	61153026	+	207823	2124	2044	2318	2584	2331	1520	2112	2312	1949	2383	1977	2024
NM_020928	chr5	61332257	61546172	+	213916	1215	2444	1531	1839	1416	1425	1158	1293	2428	1291	1063	1176
NM_016338	chr5	62412745	62628589	+	215845	6151	6334	6886	7845	6973	4577	5719	6508	5463	6883	6214	5800
NM_197941	chr5	65148737	65481920	-	333184	895	2040	908	1349	1067	659	813	925	2051	967	881	834
NM_001164664	chr5	66596392	67169591	+	573200	2063	1812	2334	2487	2164	1591	1973	2235	1794	2313	2030	2072
NM_001177693	chr5	73626157	73941993	+	315837	14	33	13	18	19	10	7	15	40	15	10	10
NM_020546	chr5	7396137	7830081	+	433945	20	50	15	19	14	13	14	30	97	13	26	14
NM_001297716	chr5	76083382	76353939	+	270558	18	39	11	20	11	15	7	12	66	9	13	12
NM_006633	chr5	76403284	76708132	+	304849	1394	3005	1675	2036	1689	1330	1344	1562	2672	1585	1377	1386
NM_003719	chr5	77210679	77429807	+	219129	3	23	15	4	6	4	0	7	8	3	7	2
NM_003664	chr5	78002325	78294755	-	292431	5261	7440	6911	7707	6191	5046	5533	5449	7283	5404	4432	5525
NM_000046	chr5	78777210	78985310	-	208101	450	581	601	720	538	573	376	397	552	479	370	414
NM_002439	chr5	80654651	80876815	+	222165	3088	3038	3672	4044	3546	2492	2975	3425	2790	3528	2951	3185
NM_006909	chr5	80960362	81230162	+	269801	38	136	71	67	41	35	36	49	132	42	44	52
NM_012446	chr5	81412806	81751253	-	338448	5388	10308	6594	10163	7226	4965	5220	4872	9948	5541	4421	4793
NM_031482	chr5	81972022	82256133	+	284112	3263	3252	3338	4360	3719	2631	2625	3118	3236	3495	3090	2783
NM_001318013	chr5	83077546	83311068	+	233523	1733	2512	1885	2557	1924	1428	1737	1813	2398	1801	1572	1599
NM_001278642	chr5	83940594	84384867	-	444274	4	4	1	5	5	1	4	5	2	4	4	4
NM_003966	chr5	9035032	9546075	-	511044	2	13	6	7	4	11	5	4	16	3	3	6
NM_032119	chr5	90558796	91164437	+	605642	12353	11538	12674	16314	13784	8937	11742	13725	10505	13561	12293	11917
NM_032042	chr5	93617724	94111663	-	493940	1806	2388	1977	2486	2073	1364	1781	1919	2217	1996	1791	1787
NM_001145678	chr5	94150855	94618604	-	467750	500	964	748	1054	687	755	439	256	1251	512	248	438
NM_024717	chr5	94705536	95284575	-	579040	13	20	11	17	15	11	6	17	22	14	14	8
NM_175768	chr6	101398984	102070083	+	671100	5	0	5	5	3	5	2	2	6	4	3	3
NM_020381	chr6	107152562	107459564	-	307003	2591	2809	2959	3489	2940	2127	2451	2748	2622	2821	2361	2518
NM_145315	chr6	108295053	108526001	+	230949	2427	2857	2746	3249	2803	1810	2241	2626	2483	2739	2261	2416
NM_001145128	chr6	109492855	109691212	-	198358	121	432	156	321	206	164	94	84	546	125	87	92
NM_001300964	chr6	110609977	110815855	-	205879	1608	2472	2010	2490	1914	1569	1429	1560	2367	1760	1378	1422
NM_002912	chr6	111299030	111483715	-	184686	4926	6699	5322	6535	5397	4188	4593	4891	6117	5135	4384	4517
NM_002037	chr6	111660331	111873452	-	213122	1295	2335	1261	1782	1456	1047	923	1222	1919	1388	1236	1028
NM_001322940	chr6	116254170	116444861	+	190692	1067	2365	1256	2146	1424	1135	778	687	2769	957	774	754
NM_001029858	chr6	117907263	118317671	+	410409	3	15	6	12	17	8	8	10	17	6	8	5
NM_001042475	chr6	118460771	118651591	-	190821	3180	2250	3823	4083	3486	2495	2974	3176	1937	3233	2829	2957
NM_152730	chr6	121079493	121334480	-	254988	1474	2773	1840	2602	1825	1364	1552	1351	2524	1525	1131	1307
NM_181794	chr6	122471916	122726373	+	254458	2573	2530	3146	3481	2961	2106	2670	2854	2045	2782	2236	2612
NM_006073	chr6	123216338	123636950	-	420613	46	59	43	80	67	45	46	42	50	46	48	49
NM_001300740	chr6	124283004	124825640	+	542637	10	20	11	17	7	8	7	4	17	9	11	6
NM_001322309	chr6	12718292	13290467	+	572176	843	1779	1237	1423	1032	1062	716	1267	1723	950	1047	926
NM_000426	chr6	128883140	129516565	+	633426	28	47	36	38	28	42	25	25	73	25	37	22
NM_001350312	chr6	130839347	131063322	-	223976	1903	1641	1993	2555	2119	1480	1594	1811	1484	2011	1736	1564
NM_001301013	chr6	133241498	133532120	+	290623	6	4	12	15	12	6	4	12	16	6	11	8
NM_018945	chr6	135851700	136195574	+	343875	4	24	7	10	5	9	5	6	42	8	7	7
NM_003980	chr6	136342280	136550819	-	208540	686	2307	925	1334	876	822	716	786	2303	750	673	719
NM_005923	chr6	136557045	136792477	-	235433	4208	3033	4423	4622	4373	2894	3935	4757	2484	4624	4028	4160
NM_020340	chr6	138161938	138344663	+	182726	3	4	2	8	4	6	4	4	15	4	7	4
NM_006734	chr6	142751468	142945176	-	193709	55	176	85	90	59	58	62	79	180	75	52	71
NM_001286587	chr6	143059362	143340343	+	280982	10187	7159	11139	11573	10869	7264	10161	11410	5410	11434	9851	10712
NM_007124	chr6	144291736	144853034	+	561299	1321	1114	1333	1687	1473	936	1254	1452	1003	1409	1410	1284
NM_001278065	chr6	146027706	146437600	+	409895	6	35	10	18	8	13	8	11	54	13	5	10
NM_024694	chr6	146598971	146815461	+	216491	13	26	15	18	12	18	8	27	28	15	18	10
NM_139244	chr6	147204357	147390476	+	186120	31094	25746	28209	36694	32422	21043	31934	38561	24674	34769	31163	33755
NM_001346505	chr6	148272327	148552044	+	279718	954	1204	1069	1250	1089	835	832	1053	1103	1111	1027	927
NM_005715	chr6	148747029	149076990	+	329962	17	28	11	18	14	13	8	10	37	11	9	12
NM_001122742	chr6	151690495	152103273	+	412779	25	34	43	46	39	23	39	47	60	56	50	36
NM_182961	chr6	152121686	152637362	-	515677	16	55	22	36	13	14	8	16	79	13	10	16
NM_004973	chr6	15246068	15522042	+	275975	9117	23323	12724	14639	10939	9450	7993	8684	22543	9216	8121	8251
NM_001008503	chr6	154039410	154246867	+	207458	2	5	5	2	6	4	0	4	2	2	4	4
NM_015553	chr6	154154482	154356766	-	202285	42	96	75	86	72	78	28	44	75	30	38	28
NM_020732	chr6	156777929	157210779	+	432851	12313	18346	15527	17248	14457	10820	11755	12276	16015	13183	11281	11412
NM_024630	chr6	157381189	157678156	+	296968	6337	12108	8705	8876	7317	6309	6151	6742	11383	7021	6304	6381
NM_020245	chr6	158312464	158511824	+	199361	3024	4629	3659	3894	3375	2618	2917	3374	3845	3437	3123	3099
NM_013988	chr6	161347416	162727766	-	1380351	314	585	309	452	385	265	227	322	563	371	343	257
NM_001500	chr6	1623805	2245605	-	621801	3238	3559	3928	4144	3524	2599	3135	3502	3166	3638	3151	3212
NM_152410	chr6	162727131	163315492	+	588362	23	89	17	56	39	43	24	22	97	31	32	15
NM_001357857	chr6	16299111	16761460	-	462350	146	478	195	248	149	192	120	117	543	129	95	108
NM_001130690	chr6	165327286	165662100	-	334815	1	2	3	3	4	2	3	4	1	2	1	5
NM_022138	chr6	168441183	168667992	+	226810	1171	1134	1429	1277	1255	962	1017	1290	810	1294	1189	1135
NM_001202550	chr6	169457207	169702063	-	244857	2392	1915	2559	2486	2299	1612	1981	2505	1655	2810	2714	2304
NM_017774	chr6	20534456	21232403	+	697948	10458	12503	12236	14196	11914	7980	10345	11048	10592	11752	10038	10187
NM_001195610	chr6	24171754	24383292	-	211539	6	19	6	9	9	5	1	5	11	3	4	4
NM_017640	chr6	25279373	25620530	+	341158	49	42	55	54	50	28	45	40	50	33	48	55
NM_015245	chr6	34889254	35091406	+	202153	2607	2784	3415	3281	2891	2395	2443	2911	2449	2899	2595	2674
NM_021943	chr6	37819726	38154623	+	334898	7642	10335	7056	10860	8552	5386	5779	6930	9867	7993	7233	5893
NM_152733	chr6	38168450	38596067	-	427618	538	1153	519	692	585	407	510	569	1100	544	516	492
NM_001206927	chr6	38715310	39030792	+	315483	1482	1856	1666	2159	1549	1157	1441	1478	1903	1563	1300	1350
NM_145027	chr6	39329989	39725408	-	395420	11	18	10	13	20	8	6	7	27	5	4	3
NM_020737	chr6	40391590	40587364	-	195775	4	1	0	5	0	3	0	0	1	2	4	0
NM_001297573	chr6	42224932	42452051	-	227120	62	128	63	88	86	78	53	71	202	76	94	66
NM_181356	chr6	44826727	45377934	-	551208	3473	3173	3562	4339	3638	2487	3175	3367	2917	3785	3294	3224
NM_001114086	chr6	45898455	46080348	-	181894	0	3	0	2	1	0	1	0	5	2	2	0
NM_018303	chr6	485153	693139	-	207987	2650	2422	2947	2719	2721	2395	2357	2923	1997	2915	2585	2745
NM_170724	chr6	51720848	52087613	-	366766	9	23	15	17	12	7	14	13	30	11	16	14
NM_001318872	chr6	5261017	5771592	+	510576	6266	6070	7216	7468	6767	4718	5978	6554	4919	6746	5922	6185
NM_001318752	chr6	56056589	56394128	-	337540	107	75	137	85	102	54	110	127	46	127	109	121
NM_001144769	chr6	56457995	56954830	-	496836	1826	5628	2207	3019	2371	1807	1608	1708	5770	1871	1612	1641
NM_152688	chr6	61679960	62286225	-	606266	3	1	3	2	2	2	1	1	3	0	1	1
NM_001142800	chr6	63719979	65707226	-	1987248	117	166	119	173	144	84	124	140	168	128	135	120
NM_001704	chr6	68635281	69389506	+	754226	3762	5199	4142	6070	4688	3288	3801	3976	4932	4126	3323	3808
NM_001858	chr6	69866555	70212467	+	345913	9	27	14	21	11	11	6	8	33	18	12	10
NM_021940	chr6	70667882	70861993	+	194112	1485	2114	1785	1995	1721	1304	1406	1471	1928	1577	1337	1307
NM_001168410	chr6	72216940	72403145	+	186206	3	2	2	2	2	1	1	4	5	4	2	1
NM_019842	chr6	72621842	73198850	+	577009	3016	2907	3169	3836	3335	2305	3122	3465	2328	3316	2692	3161
NM_015687	chr6	75308089	75493800	-	185712	35	65	37	43	42	31	34	40	83	50	31	39
NM_001322247	chr6	77653038	77927045	+	274008	7	9	9	12	8	5	5	2	7	5	3	5
NM_183050	chr6	80106670	80346270	+	239601	1231	917	1322	1446	1260	994	1149	1203	770	1292	1066	1146
NM_002395	chr6	83210401	83431051	-	220651	1616	14043	2480	4671	2746	2440	1670	1551	13882	1602	1203	1497
NM_003800	chr6	88609896	88963618	-	353723	5042	4877	6114	6730	5636	4019	5178	5414	4252	5582	4695	5047
NM_006581	chr6	96015973	96215612	+	199640	2	2	2	2	1	0	1	0	2	3	1	0
NM_001323255	chr6	96924727	97114742	+	190016	258	393	275	301	286	193	212	303	324	319	272	268
NM_001278563	chr7	101362874	101559024	+	196151	156	775	212	343	196	210	92	168	754	165	219	140
NM_001202543	chr7	101816006	102258233	+	442228	12607	21153	17083	16854	14535	11905	10971	13543	16647	13555	12937	12011
NM_001287150	chr7	102812860	103074796	-	261937	6611	11006	7366	10223	7770	6072	5734	6663	10258	6689	5389	5906
NM_005045	chr7	103471788	103989658	-	517871	2809	9997	3947	5365	4123	3105	2966	3077	9739	3004	2597	2876
NM_199000	chr7	104328655	104908556	+	579902	22	35	21	28	22	21	17	34	35	20	25	23
NM_001350742	chr7	105116373	105389390	-	273018	5890	9250	7976	8434	6900	5747	5748	5939	8273	6300	5617	5680
NM_005010	chr7	108147625	108456397	-	308773	115	474	181	259	168	159	56	91	614	96	72	78
NM_001350962	chr7	110962307	111562492	-	600186	11330	8107	9288	13535	12093	6430	9094	10946	7434	12585	11090	9804
NM_014705	chr7	111726109	112206399	-	480291	393	466	391	505	434	305	374	410	406	421	391	380
NM_015204	chr7	11370364	11832198	-	461835	5	0	3	4	5	2	4	5	3	6	1	2
NM_148899	chr7	114426501	114654143	+	227643	0	2	1	1	1	1	1	1	6	3	0	2
NM_018412	chr7	116953500	117230176	+	276677	9733	12077	11521	13323	11062	8152	9182	9815	12628	10061	8550	8963
NM_000492	chr7	117479962	117668664	+	188703	3	6	1	2	1	0	1	2	5	5	0	2
NM_012281	chr7	120273174	120750335	+	477162	3	9	4	3	4	5	2	4	13	4	1	2
NM_001105533	chr7	120989390	121261918	+	272529	30202	53958	30808	46950	36446	23578	28420	31951	56151	32650	28143	28615
NM_002851	chr7	121873160	122062036	+	188877	2	9	4	7	6	1	2	3	2	2	0	2
NM_001167940	chr7	122318423	122886759	-	568337	39	110	39	46	40	41	37	36	71	49	28	49
NM_000845	chr7	126438597	127252941	-	814345	112	253	151	171	124	107	92	164	262	140	147	110
NM_014390	chr7	127652193	128092593	+	440401	21165	50163	29129	28467	23651	19285	21956	22825	45408	22930	20143	21749
NM_015328	chr7	129225029	129430211	+	205183	1728	3669	2116	2930	2131	1744	1634	1597	3513	1742	1497	1571
NM_020911	chr7	132123331	132576564	-	453234	5	35	10	17	11	9	6	11	46	9	6	6
NM_001037126	chr7	133253066	133484192	+	231127	4207	4533	4536	5182	4461	2944	3988	4424	3997	4725	4115	4282
NM_033157	chr7	134779633	134970729	+	191097	3	18	4	10	6	4	6	3	33	5	3	5
NM_004717	chr7	137387649	137846864	-	459216	67	265	91	128	71	65	52	49	331	39	38	30
NM_022740	chr7	139561569	139777998	-	216430	2955	8770	4512	5120	3801	3744	2878	2860	6969	2838	2713	2794
NM_030984	chr7	139829263	140020320	+	191058	185	457	281	296	243	241	197	198	531	201	175	183
NM_001354609	chr7	140719336	140924929	-	205594	6506	6396	7539	9060	7705	5530	6289	6464	5709	6824	5534	6094
NM_001195278	chr7	141074063	141480379	+	406317	32	87	24	48	34	24	25	35	101	27	25	16
NM_145695	chr7	14175980	14841450	-	665471	1	2	5	11	1	3	4	2	1	2	2	2
NM_001130026	chr7	142673750	143821014	-	1147265	3177	3886	4544	4396	3937	3662	2866	2926	3849	3193	2665	2944
NM_001304527	chr7	151556114	151736314	-	180201	172	502	322	322	274	261	175	215	513	214	168	203
NM_001004320	chr7	15200316	15562015	-	361700	69	102	39	118	80	58	39	62	79	72	51	34
NM_170606	chr7	152134924	152436003	-	301080	11646	19677	15231	18676	14194	10608	11163	11224	18131	11991	10160	10202
NM_001936	chr7	154305158	154894285	+	589128	109	299	152	223	134	156	67	142	385	108	146	86
NM_022458	chr7	156677790	156893183	-	215394	7384	7162	9401	9494	8382	6590	7357	7467	6170	7776	6573	7128
NM_130843	chr7	157539055	158587823	-	1048769	33	242	29	56	25	36	17	24	297	42	24	35
NM_001101426	chr7	16087524	16421538	-	334015	5225	5161	6130	6972	5839	4220	5240	6032	4347	5734	5310	5214
NM_001321868	chr7	18086824	19002414	+	915591	167	180	144	186	189	104	95	180	204	149	180	138
NM_003550	chr7	1815794	2232945	-	417152	7234	6659	9897	6944	7309	6297	6776	9478	4678	8959	9406	8324
NM_001277115	chr7	21543038	21901839	+	358802	9	43	5	14	14	7	5	11	44	7	6	5
NM_012294	chr7	22118235	22357154	-	238920	573	862	669	780	616	490	628	647	718	597	582	617
NM_015550	chr7	24796540	24980178	-	183639	4196	6604	5121	5863	4794	3781	4480	5132	6578	4651	4157	4687
NM_003930	chr7	26667068	26864590	-	197523	915	1435	1173	1389	1039	960	884	849	1320	857	673	890
NM_175061	chr7	27830579	28180795	-	350217	57	163	74	103	49	48	62	63	153	47	52	58
NM_001293069	chr7	29146546	29514335	+	367790	84	248	104	118	126	92	69	99	241	106	77	84
NM_001191056	chr7	31783512	32070862	-	287351	8	8	11	8	5	7	8	6	7	9	10	8
NM_014451	chr7	33129539	33606068	+	476530	329	660	413	601	405	321	309	327	637	326	237	303
NM_133468	chr7	33904914	34156427	+	251514	0	5	2	9	4	5	5	1	7	5	3	4
NM_001300935	chr7	34658238	34849978	+	191741	0	2	6	3	2	1	1	2	4	6	1	2
NM_001637	chr7	36512940	36724494	-	211555	10	14	10	13	7	10	5	16	22	12	9	13
NM_014800	chr7	36852905	37448952	-	596048	513	1030	699	731	667	493	572	713	929	618	557	582
NM_001635	chr7	38383703	38631373	-	247671	2	15	3	4	5	0	0	2	9	2	3	0
NM_014396	chr7	38722973	38909191	-	186219	2120	3151	2514	3167	2409	1814	2077	2479	3052	2412	2140	2096
NM_007252	chr7	38977908	39468601	+	490694	1072	1305	994	1431	1181	681	838	1027	1347	1152	1016	881
NM_024728	chr7	40134975	40860767	+	725793	376	640	372	574	428	324	269	355	640	391	337	349
NM_000168	chr7	41960949	42237209	-	276261	0	18	12	15	5	12	6	6	16	7	5	5
NM_015052	chr7	43112646	43566001	+	453356	56	110	53	75	57	53	39	48	104	70	57	53
NM_022748	chr7	47275153	47582111	-	306959	16	21	12	16	8	11	9	13	51	10	12	2
NM_152701	chr7	48171457	48647497	+	476041	113	223	124	176	140	71	98	110	193	136	125	122
NM_001001555	chr7	50590067	50793453	-	203387	9357	14237	9319	11997	10153	7528	5748	9118	12568	9842	9369	7434
NM_001287438	chr7	51070828	51316809	-	245982	25	108	46	31	29	28	23	33	90	20	17	21
NM_018264	chr7	66996832	67239514	+	242683	4143	3653	5077	5142	4471	3455	3852	4285	3303	4521	3705	3863
NM_015570	chr7	69598474	70793506	+	1195033	16	42	27	48	27	20	16	33	57	29	19	7
NM_022479	chr7	71132143	71713599	+	581457	16	29	17	28	13	18	8	18	51	18	19	14
NM_031468	chr7	71779490	72412338	-	632849	2331	3136	2957	2947	2590	2009	2180	2462	2707	2523	2352	2224
NM_001145440	chr7	72574512	72828200	-	253689	2738	3672	3360	3755	3073	2446	2522	2635	3463	3015	2351	2462
NM_005338	chr7	75533297	75738941	-	205645	1989	2136	2439	2411	2138	1929	1760	2345	1616	2255	2223	2014
NM_001302350	chr7	7640751	7879220	+	238470	1890	2816	2337	2974	2293	1949	1779	1828	2648	2036	1627	1778
NM_012301	chr7	78017054	79453667	-	1436614	227	476	392	389	274	378	200	240	578	237	237	244
NM_000722	chr7	81946443	82443777	-	497335	5	6	3	3	2	7	5	8	5	0	5	3
NM_014510	chr7	82820477	83162884	-	342408	6	10	1	9	4	3	0	5	10	3	2	3
NM_001178129	chr7	83363905	83641431	-	277527	15	12	11	19	17	4	16	8	4	12	17	9
NM_006080	chr7	83955776	84194789	-	239014	88	230	105	167	122	88	94	102	213	108	77	106
NM_152745	chr7	8433608	8752961	+	319354	20	23	17	27	15	10	15	12	34	21	15	14
NM_000840	chr7	86643913	86864876	+	220964	0	2	1	3	1	1	0	1	6	1	2	1
NM_001142749	chr7	86876905	87059654	-	182750	4339	6433	5221	7499	5347	4618	4101	3812	6642	4593	3406	3776
NM_138290	chr7	87628397	87832296	+	203900	4	2	1	5	1	4	6	3	10	4	2	1
NM_021723	chr7	87934250	88202889	+	268640	29	42	32	34	24	34	44	53	38	54	40	41
NM_181646	chr7	88759699	89338528	+	578830	38	60	32	54	38	20	31	34	76	52	26	25
NM_001287137	chr7	90709815	91210590	+	500776	57	112	59	69	71	38	56	79	91	72	53	68
NM_001145306	chr7	92604920	92836627	-	231708	6616	6925	7581	8493	7475	5387	6954	7314	5458	7262	6242	6868
NM_001166163	chr7	94909897	95296415	+	386519	7	4	4	3	5	1	3	5	10	5	5	7
NM_004411	chr7	95772505	96098424	+	325920	98	333	163	199	133	128	104	91	245	114	104	118
NM_001160210	chr7	96120219	96322147	-	201929	5180	3401	6135	5474	5497	3840	5192	6110	2742	5878	5285	5484
NM_012331	chr8	10054291	10428891	+	374601	510	474	608	664	610	521	471	635	426	555	564	545
NM_001100117	chr8	103500609	104256094	+	755486	11	96	15	21	13	8	12	10	87	15	12	10
NM_012082	chr8	105318437	105804539	+	486103	16840	30048	20172	26821	21148	15368	17655	17939	28301	17467	14635	16852
NM_018002	chr8	106270177	106752693	+	482517	1800	1189	1920	1948	2049	1351	1657	1678	1147	1696	1363	1545
NM_001317942	chr8	107899315	108081939	-	182625	3	24	1	1	2	1	1	1	3	1	0	3
NM_173683	chr8	10896044	11201833	-	305790	45	150	58	72	44	60	23	52	208	42	63	43
NM_198124	chr8	112222929	113377152	-	1154224	12	39	18	26	27	21	18	20	32	29	14	15
NM_014112	chr8	115408495	115668975	-	260481	3293	5787	3414	5668	4126	2734	2887	2893	6284	3316	2698	2701
NM_001172811	chr8	116950216	117176714	+	226499	97	65	104	116	109	58	86	97	72	118	97	88
NM_000127	chr8	117799364	118111819	-	312456	461	480	471	491	454	327	379	509	415	505	456	411
NM_207506	chr8	118377987	118621945	-	243959	3	2	3	3	0	2	2	2	4	3	0	2
NM_021110	chr8	120125101	120373573	+	248473	38	22	37	49	34	29	31	39	19	32	26	24
NM_021021	chr8	120535755	120812046	-	276292	4	4	2	6	0	2	0	1	4	3	1	1
NM_014943	chr8	122781654	122974510	+	192857	21	63	31	29	22	38	13	30	42	17	29	22
NM_001039112	chr8	123851986	124120061	+	268076	87	165	77	107	82	71	48	100	181	81	137	59
NM_001349485	chr8	125091822	125367125	+	275304	4267	6630	5185	6485	5248	3991	3968	4397	6162	4412	3864	3963
NM_001247996	chr8	130052104	130443660	-	391557	4079	6092	5266	5516	4665	3936	3928	4371	4954	4413	3717	4014
NM_001115	chr8	130780300	131040909	-	260610	2	3	0	3	2	1	3	2	4	3	2	4
NM_001204824	chr8	132120857	132447262	-	326406	2	12	7	12	3	2	2	3	21	4	6	1
NM_003235	chr8	132866957	133134899	+	267943	5	43	9	18	10	6	7	9	46	4	3	6
NM_024767	chr8	13304576	13514851	-	210276	0	2	1	0	2	0	2	3	4	2	0	1
NM_020863	chr8	134477787	134713031	-	235245	1050	2147	1533	1685	1277	1253	962	1032	2414	1130	1020	1024
NM_006558	chr8	135457455	135647609	+	190155	85	67	118	114	98	97	91	79	70	77	68	66
NM_015912	chr8	138130022	138497261	-	367240	2	5	7	1	3	2	1	6	5	3	7	2
NM_152888	chr8	138588234	138914041	-	325808	5	7	3	1	4	6	2	5	13	1	4	1
NM_031466	chr8	139727725	140458579	-	730855	5399	6896	7107	6646	5822	4871	4844	5679	5615	5948	5381	5276
NM_153831	chr8	140657899	141001282	-	343384	7256	10168	9143	10004	8309	6391	7351	7663	8741	7850	6845	7227
NM_139167	chr8	14084844	15238431	-	1153588	2	8	14	7	11	9	3	3	5	4	6	2
NM_006765	chr8	15540262	15766638	+	226377	3320	4693	3730	4848	3791	2730	3181	3408	4259	3502	3031	3063
NM_206909	chr8	18527302	18808867	-	281566	14	65	26	53	29	18	11	24	64	14	19	20
NM_001354489	chr8	19404160	19757306	-	353147	24	89	40	60	38	50	33	33	93	37	38	37
NM_144962	chr8	22713250	22927914	-	214665	21	125	35	59	36	57	16	25	106	22	32	18
NM_022659	chr8	25841725	26045413	-	203689	1	6	3	3	2	3	0	3	7	0	1	1
NM_015254	chr8	29067277	29263070	-	195794	2590	4303	3520	4209	3206	3105	2377	2219	3914	2535	2039	2258
NM_033225	chr8	2935360	4994914	-	2059555	2709	3845	3019	3779	2973	2236	2354	2606	3708	2755	2417	2425
